chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chr10	2267098	2524809	-0.072040	-0.019523	-0.016849	-0.030483
Chr10	2499411	2621569	-0.051992	-0.022351	-0.018390	-0.025880
Chr10	2524820	2767883	-0.005007	-0.002775	-0.002226	-0.007205
Chr10	2642453	2786731	0.064468	0.041653	0.034767	0.030904
Chr10	2769711	2886071	0.025346	0.009760	0.008323	-0.007241
Chr10	2786751	2899830	-0.010641	-0.004350	-0.003570	-0.017643
Chr10	2886073	2967069	0.090680	0.038740	0.032640	0.041437
Chr10	2899873	3015574	0.076054	0.017722	0.014918	0.023764
Chr10	2967070	3084517	-0.063062	-0.020229	-0.016670	-0.017776
Chr10	3017654	3155232	-0.168441	-0.087622	-0.071924	-0.051817
Chr10	3084529	3218027	-0.053010	-0.022984	-0.018834	-0.011177
Chr10	3155275	3286747	-0.008513	-0.003646	-0.003120	-0.000178
Chr10	3227067	3393626	-0.132510	-0.075643	-0.059473	-0.054136
Chr10	3286749	3446853	-0.073567	-0.039969	-0.031975	-0.031466
Chr10	3398893	3594650	0.063355	0.022980	0.020788	0.028093
Chr10	3450946	3707719	0.025807	0.010029	0.009132	0.009580
Chr10	3595154	3742942	-0.057509	-0.033052	-0.028912	-0.024645
Chr10	3707737	3747073	-0.032052	-0.015926	-0.013517	0.000608
Chr10	3742950	3749757	0.018372	0.013290	0.011453	0.015831
Chr10	3747353	3809379	0.022685	0.013539	0.012554	0.005278
Chr10	3749774	3841095	-0.095526	-0.069211	-0.061035	-0.043152
Chr10	3809383	3847979	-0.176725	-0.213648	-0.166958	-0.118061
Chr10	3841098	3859147	-0.125772	-0.118144	-0.093932	-0.054748
Chr10	3847980	3902786	0.195305	0.073904	0.067112	0.081799
Chr10	3859164	4102779	0.290813	0.082825	0.071463	0.076911
Chr10	3920771	4151381	0.108250	0.056131	0.035575	0.010930
Chr10	4102993	4227322	-0.023578	-0.026246	-0.013413	-0.017148
Chr10	4151389	4270723	-0.073732	-0.053876	-0.039846	-0.028649
Chr10	4227324	4353989	0.044398	0.023918	0.018444	0.014494
Chr10	4270735	4447101	-0.129339	-0.048909	-0.039451	-0.051480
Chr10	4354237	4454575	-0.228354	-0.078576	-0.067465	-0.094402
Chr10	4447164	4492096	0.011451	0.004294	0.003770	0.006438
Chr10	4454576	4555701	0.201276	0.068125	0.061140	0.055759
Chr10	4492106	4601303	0.231727	0.081943	0.074915	0.089275
Chr10	4555763	4727414	0.030622	0.013327	0.011315	0.008025
Chr10	4601685	5003382	-0.124706	-0.089479	-0.067851	-0.055421
Chr10	4727425	5045902	-0.066281	-0.063208	-0.042703	-0.038158
Chr10	5003589	5052484	0.092545	0.050960	0.039816	0.037502
Chr10	5045903	5087365	0.209508	0.111453	0.096735	0.103506
Chr10	5053471	5192246	0.110386	0.062537	0.049806	0.057399
Chr10	5095779	5221185	0.322256	0.160621	0.117635	0.154776
Chr10	5192265	5315451	0.324856	0.157989	0.125911	0.125549
Chr10	5221186	5398497	-0.018430	-0.008610	-0.006960	-0.007573
Chr10	5315538	5491101	-0.088408	-0.036243	-0.025927	-0.038990
Chr10	5398499	5591492	-0.172062	-0.052970	-0.039304	-0.073087
Chr10	5491981	5739872	-0.092556	-0.045734	-0.032583	-0.051562
Chr10	5599271	5912824	0.066603	0.034003	0.025496	0.038436
Chr10	5762367	5988884	0.092262	0.049497	0.035916	0.017702
Chr10	5912829	6102131	0.013931	0.007895	0.005162	-0.027481
Chr10	5988885	6215516	-0.087360	-0.048954	-0.034853	-0.062659
Chr10	6102142	6261748	-0.174468	-0.109541	-0.076695	-0.058547
Chr10	6215665	6319381	-0.332277	-0.177090	-0.130856	-0.099053
Chr10	6261781	6323636	-0.437091	-0.225551	-0.177081	-0.152352
Chr10	6319393	6346226	-0.121861	-0.081306	-0.069634	-0.052985
Chr10	6323644	6388588	0.056938	0.058004	0.049564	0.026716
Chr10	6346478	6488617	0.003833	0.004803	0.003453	0.000144
Chr10	6396979	6616186	-0.293076	-0.139768	-0.104677	-0.150715
Chr10	6488618	6712514	-0.267424	-0.080328	-0.065783	-0.145011
Chr10	6616202	6736203	0.075965	0.035511	0.029811	0.027288
Chr10	6712806	6766575	0.166252	0.111867	0.093682	0.065247
Chr10	6736207	6814775	0.300479	0.171290	0.155578	0.084723
Chr10	6766581	6957167	0.206116	0.127261	0.099714	0.035148
Chr10	6814840	6998469	-0.097612	-0.060499	-0.043285	-0.022006
Chr10	6957550	7061566	-0.191453	-0.069071	-0.054639	-0.042224
Chr10	6998567	7098013	0.064182	0.034937	0.027383	0.010305
Chr10	7061567	7155334	0.028635	0.026405	0.018871	0.028139
Chr10	7098016	7217553	0.001952	0.001512	0.001043	0.025487
Chr10	7155388	7256788	0.062123	0.048335	0.040859	0.057155
Chr10	7223015	7275471	-0.059819	-0.046939	-0.037716	-0.048298
Chr10	7256796	7348125	-0.009735	-0.005383	-0.003976	-0.006154
Chr10	7276912	7418398	0.152836	0.074796	0.059604	0.072035
Chr10	7348379	7524828	0.075462	0.039194	0.032110	0.029546
Chr10	7418737	7609622	0.020684	0.011149	0.008761	0.017535
Chr10	7525342	7668079	0.035466	0.027392	0.020011	0.027185
Chr10	7609623	7704068	0.069824	0.056728	0.047020	0.036523
Chr10	7668080	7716762	0.102069	0.057836	0.049674	0.056130
Chr10	7704074	7770331	0.063911	0.027375	0.022552	0.019571
Chr10	7716763	7780621	0.078297	0.047542	0.039033	0.019557
Chr10	7770334	7841859	-0.023289	-0.014418	-0.011038	-0.009052
Chr10	7806128	8007448	-0.295694	-0.097259	-0.071499	-0.072088
Chr10	7846866	8105048	-0.108064	-0.025806	-0.021657	-0.038076
Chr10	8007647	8214353	-0.030085	-0.008762	-0.007970	-0.006979
Chr10	8105500	8284024	-0.134621	-0.067026	-0.054887	-0.056824
Chr10	8214354	8406974	-0.111561	-0.068129	-0.052048	-0.056679
Chr10	8297434	8478722	-0.052697	-0.038117	-0.029118	-0.031672
Chr10	8426586	8542950	0.091551	0.061097	0.052510	0.032311
Chr10	8478728	8562104	0.214612	0.095842	0.083847	0.054460
Chr10	8543069	8585936	0.122785	0.091439	0.073374	0.023669
Chr10	8571933	8648073	0.091915	0.127566	0.104147	0.021883
Chr10	8585938	8657726	0.095381	0.137148	0.107438	0.036643
Chr10	8648084	8663790	0.083263	0.095764	0.065186	0.042763
Chr10	8657944	8703876	-0.019520	-0.016234	-0.010386	-0.000683
Chr10	8663836	8766195	0.075019	0.062737	0.044207	0.029421
Chr10	8703909	8869666	0.141120	0.082199	0.074650	0.051776
Chr10	8766199	8874955	-0.037844	-0.010002	-0.009398	-0.017302
Chr10	8869680	8991331	-0.126441	-0.027957	-0.024543	-0.048993
Chr10	8875005	9102539	-0.102865	-0.044813	-0.034211	-0.032021
Chr10	8991365	9161369	-0.199472	-0.194946	-0.105821	-0.060514
Chr10	9102542	9209869	-0.071686	-0.083481	-0.034950	-0.026858
Chr10	9165596	9290370	-0.008689	-0.009779	-0.005235	-0.009262
Chr10	9209888	9398977	-0.068431	-0.043935	-0.032095	-0.025262
Chr10	9290371	9427253	0.156210	0.063845	0.044770	0.035410
Chr10	9399009	9467069	0.205171	0.119319	0.068759	0.035939
Chr10	9427259	9609964	0.025246	0.009847	0.006900	0.009386
Chr10	9487803	9679289	-0.040995	-0.012365	-0.009991	-0.028128
Chr10	9610122	9812083	-0.001659	-0.000582	-0.000495	-0.001149
Chr10	9679885	9861412	0.043153	0.018215	0.015732	0.025715
Chr10	9812090	10002413	0.018609	0.007003	0.006316	0.011966
Chr10	9861416	10022152	0.153534	0.057486	0.052956	0.066333
Chr10	10002772	10029887	0.108492	0.058754	0.053129	0.060193
Chr10	10024170	10105500	0.024483	0.017959	0.015184	0.013394
Chr10	10042071	10175760	-0.101518	-0.062450	-0.048666	-0.035817
Chr10	10105838	10196482	-0.146137	-0.091460	-0.069151	-0.042493
Chr10	10175837	10199477	0.184482	0.229901	0.202034	0.048187
Chr10	10196484	10229950	0.116690	0.162512	0.134726	0.031631
Chr10	10199489	10329230	-0.038675	-0.029804	-0.021034	-0.005263
Chr10	10229953	10406827	0.042751	0.022296	0.017047	0.023171
Chr10	10329272	10452449	0.083961	0.040050	0.031585	0.051981
Chr10	10406852	10510935	0.028829	0.013505	0.010082	0.020363
Chr10	10454431	10634403	0.018145	0.010121	0.007717	0.010723
Chr10	10510967	10693707	0.149135	0.102529	0.089748	0.062316
Chr10	10635140	10756979	0.157556	0.120339	0.103631	0.065959
Chr10	10694106	10805879	0.017166	0.009593	0.007862	0.008858
Chr10	10757042	10981594	0.058100	0.017994	0.014305	0.015676
Chr10	10805880	11113761	0.106838	0.022234	0.018772	0.023028
Chr10	10981605	11159118	-0.035164	-0.008823	-0.008138	-0.009959
Chr10	11113776	11235816	0.029847	0.009419	0.008598	0.027972
Chr10	11159160	11350705	-0.130413	-0.051393	-0.042929	-0.066800
Chr10	11235846	11363981	-0.225585	-0.151281	-0.111633	-0.130583
Chr10	11351812	11381021	-0.216309	-0.240910	-0.123660	-0.094562
Chr10	11363994	11446496	-0.169590	-0.116437	-0.071531	-0.064482
Chr10	11381025	11529129	-0.090392	-0.049401	-0.040287	-0.039433
Chr10	11446506	11559588	-0.218515	-0.149852	-0.115041	-0.101519
Chr10	11529150	11565828	-0.234086	-0.243083	-0.143829	-0.104809
Chr10	11559590	11692724	0.039232	0.033190	0.023001	0.027620
Chr10	11565916	11738084	0.307661	0.166787	0.130065	0.124726
Chr10	11692731	11788987	0.272600	0.133067	0.099048	0.087323
Chr10	11738091	11851433	-0.018179	-0.009767	-0.007330	-0.009513
Chr10	11797004	11949692	0.001671	0.000890	0.000655	0.006407
Chr10	11851478	12062114	0.027013	0.019495	0.014122	0.012340
Chr10	11949699	12103956	-0.050265	-0.024972	-0.020023	-0.021363
Chr10	12062129	12152081	-0.288580	-0.050231	-0.041830	-0.088008
Chr10	12103962	12170691	-0.138766	-0.026303	-0.021591	-0.015632
Chr10	12154271	12211737	0.079290	0.043816	0.037138	0.030556
Chr10	12170716	12332469	0.022022	0.017342	0.014050	0.015787
Chr10	12212001	12380438	-0.056742	-0.034644	-0.026932	-0.016817
Chr10	12341643	12410800	-0.007948	-0.007026	-0.005680	-0.006824
Chr10	12384730	12414166	-0.037091	-0.046305	-0.037917	-0.026621
Chr10	12410812	12416635	-0.016068	-0.020086	-0.016818	-0.012369
Chr10	12414671	12517763	-0.169585	-0.136616	-0.108658	-0.093633
Chr10	12416680	12580136	-0.168779	-0.119160	-0.091930	-0.099241
Chr10	12517780	12653663	0.027234	0.025955	0.018995	0.010474
Chr10	12580145	12745625	-0.025729	-0.021086	-0.014212	-0.008225
Chr10	12653664	12750408	-0.090835	-0.059332	-0.045618	-0.047998
Chr10	12745656	12819913	-0.105542	-0.068376	-0.056411	-0.081092
Chr10	12750409	12920383	-0.010312	-0.005931	-0.004461	-0.003900
Chr10	12822288	13037498	0.019678	0.010421	0.007514	0.011480
Chr10	12926613	13164231	0.029415	0.016355	0.010578	0.005171
Chr10	13039325	13277852	-0.061395	-0.045535	-0.025326	-0.047103
Chr10	13164254	13348440	-0.213503	-0.201520	-0.121992	-0.086983
Chr10	13283060	13415170	-0.206096	-0.173558	-0.111498	-0.072253
Chr10	13355837	13476863	-0.239840	-0.179511	-0.111384	-0.101058
Chr10	13415171	13596269	-0.295539	-0.167995	-0.119860	-0.161904
Chr10	13476985	13632805	-0.261737	-0.169098	-0.131401	-0.150979
Chr10	13600732	13647039	-0.094105	-0.068057	-0.051824	-0.041687
Chr10	13633238	13704570	0.125287	0.065466	0.053402	0.028944
Chr10	13647191	13863360	0.024902	0.010806	0.009183	0.011328
Chr10	13712399	13914809	-0.106854	-0.029575	-0.026481	-0.026007
Chr10	13871090	13927837	-0.046150	-0.013698	-0.011993	-0.013694
Chr10	13914832	13939321	0.118664	0.057605	0.046538	0.026955
Chr10	13930281	13976939	0.166558	0.065725	0.056225	0.052230
Chr10	13942319	13988978	0.106762	0.028202	0.025254	0.024773
Chr10	13976945	14029668	-0.012590	-0.004347	-0.003832	-0.003702
Chr10	13988989	14332199	-0.088176	-0.037162	-0.026447	-0.024149
Chr10	14029681	14654777	-0.079013	-0.013130	-0.010902	-0.015491
Chr10	14398930	14689655	-0.072910	-0.006704	-0.006241	-0.004617
Chr10	14654855	14810362	-0.024931	-0.002322	-0.002174	0.004580
Chr10	14689688	14970235	-0.008091	-0.001431	-0.001304	0.004641
Chr10	14811636	15054071	-0.221210	-0.043669	-0.038302	-0.076514
Chr10	14970456	15156086	-0.193903	-0.028451	-0.025629	-0.034330
Chr10	15054792	15261182	0.061575	0.005963	0.005669	0.018257
Chr10	15156087	15415090	-0.134414	-0.009506	-0.008967	-0.018016
Chr10	15276274	15626512	-0.082010	-0.005445	-0.005077	-0.013394
Chr10	15416177	15743545	-0.004707	-0.000562	-0.000505	-0.000673
Chr10	15640614	15780628	-0.025265	-0.009636	-0.008176	-0.006835
Chr10	15757573	15879495	-0.038654	-0.025391	-0.020269	-0.011961
Chr10	15780636	15999421	-0.003639	-0.003489	-0.002576	-0.000665
Chr10	15879501	16008479	-0.090317	-0.164635	-0.100077	-0.040352
Chr10	15999529	16088803	-0.135234	-0.190112	-0.105372	-0.055619
Chr10	16009862	16194424	-0.060611	-0.046189	-0.031745	-0.022657
Chr10	16088825	16221728	0.044426	0.014798	0.012400	0.011712
Chr10	16195383	16331276	0.267733	0.078873	0.057423	0.079881
Chr10	16221960	16377198	0.247870	0.117971	0.064062	0.073590
Chr10	16333176	16452826	0.240940	0.082844	0.057603	0.058418
Chr10	16382278	16549049	-0.065379	-0.028905	-0.023695	-0.012785
Chr10	16459433	16634977	-0.154785	-0.124769	-0.080599	-0.059418
Chr10	16549051	16721651	0.041318	0.017495	0.013902	0.022418
Chr10	16662172	16741852	0.005585	0.001251	0.001080	0.000411
Chr10	16721660	16764375	-0.119994	-0.025354	-0.020570	-0.011156
Chr10	16742649	16823796	-0.073598	-0.031296	-0.026930	-0.027982
Chr10	16764377	16964941	0.016087	0.004166	0.003924	0.002259
Chr10	16824039	17027141	0.098166	0.011164	0.010340	0.016133
Chr10	16965015	17191417	0.082999	0.024241	0.020286	0.018743
Chr10	17028507	17337111	0.227422	0.153768	0.111227	0.094899
Chr10	17194756	17376364	0.232959	0.192711	0.123004	0.092018
Chr10	17341365	17432348	-0.030428	-0.053346	-0.027127	-0.020231
Chr10	17376408	17475944	-0.000943	-0.002696	-0.001363	-0.003674
Chr10	17432350	17501479	-0.008383	-0.007073	-0.005295	-0.003046
Chr10	17476601	17586187	0.019137	0.008603	0.007264	0.016041
Chr10	17505519	17667730	0.111525	0.068865	0.059494	0.057546
Chr10	17586191	17860053	0.027027	0.017101	0.014385	0.009042
Chr10	17667731	18107571	0.023337	0.015412	0.012876	0.008412
Chr10	17860136	18176315	-0.086784	-0.070228	-0.054528	-0.072620
Chr10	18107591	18230258	-0.206628	-0.120870	-0.095356	-0.162574
Chr10	18177359	18260890	-0.190976	-0.069189	-0.059761	-0.099888
Chr10	18231346	18327374	0.048347	0.020476	0.018223	0.026694
Chr10	18261694	18399718	0.139448	0.127461	0.107650	0.060931
Chr10	18327379	18412113	0.096105	0.101965	0.082195	0.021098
Chr10	18405308	18446413	0.081539	0.044607	0.036826	0.029197
Chr10	18412163	18513788	0.039315	0.028374	0.023118	0.018956
Chr10	18446417	18514809	-0.012234	-0.015706	-0.010147	0.011055
Chr10	18514277	18585922	-0.083756	-0.109484	-0.066422	-0.023837
Chr10	18514810	18623291	-0.103358	-0.055512	-0.045468	-0.029335
Chr10	18588556	18695423	-0.101857	-0.029467	-0.025207	-0.018701
Chr10	18623392	18733963	0.060841	0.035772	0.028242	0.018181
Chr10	18695629	18753388	0.051114	0.031599	0.026785	0.025232
Chr10	18733975	18770220	0.074509	0.029279	0.026066	0.025327
Chr10	18755174	18902431	0.091739	0.036025	0.031643	0.026317
Chr10	18770222	19027412	-0.078992	-0.054796	-0.042813	-0.019668
Chr10	18929193	19223574	-0.088776	-0.063472	-0.047334	-0.030792
Chr10	19027441	19262077	-0.010053	-0.006096	-0.004722	-0.005146
Chr10	19223578	19330434	-0.121952	-0.126497	-0.074547	-0.048265
Chr10	19272051	19459131	-0.213285	-0.174995	-0.111073	-0.070550
Chr10	19330444	19543424	-0.089272	-0.042293	-0.037035	-0.037703
Chr10	19459225	19579567	0.039081	0.026961	0.021454	0.016224
Chr10	19543446	19614673	0.231676	0.127404	0.093715	0.053286
Chr10	19579570	19726426	0.105191	0.042591	0.032696	0.029035
Chr10	19614674	19744726	-0.037810	-0.014491	-0.010830	-0.011832
Chr10	19726504	19749668	-0.264378	-0.225589	-0.152786	-0.137824
Chr10	19744748	20229889	-0.260663	-0.392810	-0.233088	-0.137175
Chr10	19749925	20234992	-0.062278	-0.080302	-0.057525	-0.023817
Chr10	20229959	20247390	-0.012372	-0.011701	-0.010227	-0.003606
Chr10	20234996	20304960	-0.066892	-0.048727	-0.041653	-0.027070
Chr10	20247424	20383900	0.041410	0.028843	0.020701	0.015872
Chr10	20319065	20455754	0.199276	0.072981	0.053387	0.019091
Chr10	20383902	20485864	-0.235337	-0.115805	-0.088966	-0.032719
Chr10	20457537	20569993	-0.239208	-0.129349	-0.099096	-0.065696
Chr10	20485990	20670784	-0.062513	-0.025405	-0.019741	-0.011940
Chr10	20569994	20736773	-0.171631	-0.118319	-0.091871	-0.059973
Chr10	20670785	20741148	-0.102968	-0.118577	-0.096760	-0.071144
Chr10	20736776	20763358	-0.093629	-0.180779	-0.104441	-0.056321
Chr10	20741150	20797410	-0.158974	-0.342199	-0.125186	-0.068184
Chr10	20763361	21114203	0.212999	0.199536	0.131531	0.117293
Chr10	20797423	21480273	0.310063	0.359407	0.264497	0.164245
Chr10	21114217	21617786	0.128675	0.283239	0.232250	0.055755
Chr10	21480673	21818897	0.024881	0.044691	0.036400	0.010814
Chr10	21617793	21986506	0.003033	0.005369	0.004326	-0.006424
Chr10	21818913	22252682	0.070428	0.124134	0.091626	0.034730
Chr10	21986513	22312353	0.155749	0.194524	0.142837	0.069281
Chr10	22252686	22404976	-0.063097	-0.059511	-0.045280	-0.018613
Chr10	22312364	22486519	-0.115438	-0.084189	-0.065044	-0.034776
Chr10	22406364	22622225	-0.003945	-0.002491	-0.001793	0.007847
Chr10	22486991	22641718	-0.077928	-0.034395	-0.024698	-0.012115
Chr10	22623890	22681746	-0.243115	-0.057590	-0.046170	-0.041050
Chr10	22641722	22703150	-0.134005	-0.075951	-0.059677	-0.051694
Chr10	22681993	22817260	-0.051298	-0.042564	-0.031053	-0.021395
Chr10	22703332	22844870	0.110061	0.115969	0.079018	0.053810
Chr10	22817273	22897184	0.140333	0.172261	0.122860	0.079063
Chr10	22855980	22900548	-0.013756	-0.022803	-0.012801	-0.002220
Chr10	22898557	22902854	-0.053314	-0.106745	-0.053955	-0.022172
Chr10	22900551	23046050	-0.094324	-0.177694	-0.096281	-0.042012
Chr10	22902883	23071814	-0.296089	-0.690672	-0.332626	-0.182277
Chr10	23046114	23132113	-0.265488	-0.476846	-0.282301	-0.178547
Chr10	23071816	23189650	-0.153552	-0.206961	-0.118946	-0.057614
Chr10	23132117	23250658	-0.026849	-0.017033	-0.011590	-0.011686
Chr10	23204812	23336418	-0.005752	-0.002479	-0.001919	-0.006684
Chr10	23251636	23357956	-0.007542	-0.005871	-0.004536	-0.002504
Chr10	23336435	23374132	0.090673	0.087249	0.063364	0.022294
Chr10	23358293	23453332	0.041807	0.028000	0.021942	0.020503
Chr10	23374248	23606220	-0.041937	-0.019178	-0.017291	-0.020112
Chr10	23453425	23695162	0.066807	0.015961	0.015082	0.014640
Chr10	23613376	23749321	0.021096	0.001852	0.001741	0.006549
Chr10	23695358	23775721	-0.327343	-0.028923	-0.026610	-0.049821
Chr10	23750624	23783764	-0.172574	-0.024473	-0.022208	-0.020582
Chr10	23778047	23830998	-0.175618	-0.021807	-0.020020	-0.007541
Chr10	23783903	23840951	-0.198091	-0.025382	-0.022277	-0.009397
Chr10	23831265	23995668	-0.170762	-0.039397	-0.034740	-0.030734
Chr10	23842380	24080934	-0.129245	-0.041430	-0.036333	-0.029531
Chr10	23995677	24096479	-0.169122	-0.166197	-0.125273	-0.066303
Chr10	24080942	24101231	-0.170654	-0.263682	-0.195181	-0.109923
Chr10	24096543	24166409	-0.112390	-0.097296	-0.081382	-0.075549
Chr10	24101357	24250747	-0.109235	-0.054228	-0.041688	-0.046544
Chr10	24166466	24328525	-0.141274	-0.060176	-0.045436	-0.057374
Chr10	24252584	24371233	-0.171712	-0.087588	-0.071554	-0.089025
Chr10	24336142	24518476	-0.054339	-0.022996	-0.019219	-0.027093
Chr10	24371237	24659927	0.109767	0.039719	0.035532	0.059873
Chr10	24518492	24686713	-0.019729	-0.006453	-0.005569	-0.005093
Chr10	24659936	24765090	-0.000226	-0.000073	-0.000057	0.000995
Chr10	24686717	24767682	0.129602	0.040777	0.032147	0.024260
Chr10	24765097	24777450	0.115911	0.025052	0.021616	0.032089
Chr10	24767732	24779880	0.101684	0.026078	0.023327	0.035767
Chr10	24777455	24824305	0.136381	0.041520	0.034750	0.046209
Chr10	24780289	24921383	-0.163105	-0.085393	-0.059172	-0.079280
Chr10	24827155	25094962	-0.057287	-0.047270	-0.031057	-0.021968
Chr10	24922018	25249444	0.065853	0.043964	0.030185	0.007587
Chr10	25094974	25315144	0.157645	0.118345	0.086023	0.049380
Chr10	25250061	25334016	0.091472	0.062730	0.050523	0.053416
Chr10	25315198	25379584	-0.027645	-0.015687	-0.012963	-0.011282
Chr10	25334019	25414134	0.077224	0.057345	0.046406	0.045265
Chr10	25380424	25460092	-0.120633	-0.051408	-0.043594	-0.026819
Chr10	25426727	25512488	-0.022136	-0.006831	-0.005974	-0.010015
Chr10	25471283	25554209	0.110093	0.043576	0.035127	0.051260
Chr10	25512493	25584272	-0.103028	-0.045316	-0.032730	-0.026468
Chr10	25554216	25631760	-0.025598	-0.013215	-0.010334	-0.013079
Chr10	25584313	25636871	0.137394	0.073032	0.062208	0.096058
Chr10	25631819	25730915	0.206329	0.141530	0.093490	0.071405
Chr10	25636875	25751620	-0.197294	-0.400341	-0.094636	-0.056864
Chr10	25730917	25829984	0.027254	0.019453	0.010469	0.006169
Chr10	25751631	26010638	0.196640	0.113905	0.073746	0.072545
Chr10	25830309	26386907	0.075381	0.061262	0.035330	0.033703
Chr10	26010649	26489917	0.201463	0.078739	0.066552	0.107874
Chr10	26390536	26539592	0.097127	0.038227	0.033217	0.062337
Chr10	26491187	26593746	-0.144764	-0.110242	-0.085524	-0.097124
Chr10	26539593	26651279	0.004853	0.003030	0.002384	0.006146
Chr10	26600259	26706505	0.226829	0.125941	0.105691	0.101030
Chr10	26651283	26830549	0.257161	0.136472	0.116687	0.093728
Chr10	26712697	26886882	-0.154969	-0.100165	-0.078219	-0.089611
Chr10	26840007	27094404	-0.276787	-0.125018	-0.105185	-0.186894
Chr10	26887163	27144370	0.089514	0.016291	0.015263	0.024087
Chr10	27094440	27218151	0.123865	0.026649	0.024446	0.041518
Chr10	27144396	27361939	0.022536	0.007526	0.006254	0.012517
Chr10	27218311	27544867	-0.026856	-0.008041	-0.006657	-0.007278
Chr10	27366187	27582256	-0.063287	-0.017276	-0.014359	-0.016378
Chr10	27545001	27608672	-0.219767	-0.102404	-0.070846	-0.042197
Chr10	27582264	27727590	-0.138988	-0.036130	-0.030678	-0.031699
Chr10	27611285	27844536	0.020716	0.004118	0.003805	0.006064
Chr10	27728297	27882511	-0.266498	-0.057551	-0.051158	-0.069481
Chr10	27844556	27953685	-0.308601	-0.111169	-0.088892	-0.092051
Chr10	27882512	28043558	-0.111770	-0.085320	-0.064165	-0.048592
Chr10	27953709	28056455	-0.028278	-0.030144	-0.023966	-0.017653
Chr10	28045093	28072809	0.202906	0.192041	0.166768	0.124743
Chr10	28056570	28108612	0.265270	0.238558	0.218869	0.132145
Chr10	28072814	28192570	-0.073235	-0.048668	-0.039836	-0.028021
Chr10	28108622	28298925	-0.160364	-0.083835	-0.062381	-0.079501
Chr10	28192674	28339878	0.042561	0.026045	0.020421	0.026493
Chr10	28299006	28382922	0.180871	0.131516	0.107962	0.109428
Chr10	28340968	28445317	0.160886	0.087883	0.069968	0.082680
Chr10	28382934	28491556	-0.045997	-0.015714	-0.013073	-0.021856
Chr10	28448430	28524466	-0.257530	-0.055256	-0.048706	-0.103044
Chr10	28491563	28547560	-0.005686	-0.002141	-0.001923	-0.008436
Chr10	28538290	28589715	0.033596	0.022923	0.020309	0.029165
Chr10	28547565	28788280	-0.011271	-0.007067	-0.006302	-0.002846
Chr10	28626690	28844067	-0.058115	-0.047737	-0.041013	-0.026388
Chr10	28821533	28860923	-0.099671	-0.121453	-0.098481	-0.074729
Chr10	28844079	28867364	-0.041318	-0.060037	-0.044219	-0.027637
Chr10	28860932	28950197	0.107081	0.151869	0.109152	0.063089
Chr10	28929976	29055035	-0.105206	-0.313144	-0.128121	-0.043789
Chr10	28959351	29062236	-0.165203	-0.565548	-0.174139	-0.058664
Chr10	29055069	29150255	-0.044762	-0.054791	-0.024967	-0.016476
Chr10	29062237	29200322	0.035703	0.030729	0.017987	0.008235
Chr10	29150266	29341098	0.030206	0.024350	0.017859	0.004372
Chr10	29204406	29525069	0.032218	0.010760	0.009236	0.001325
Chr10	29341099	29701142	0.026852	0.013077	0.010955	0.016685
Chr10	29532896	29758484	0.037674	0.044306	0.034793	0.028199
Chr10	29701151	29838776	0.017410	0.013968	0.011406	0.013060
Chr10	29758793	29973923	-0.074124	-0.017512	-0.015191	-0.009238
Chr10	29845185	30527990	-0.175945	-0.028279	-0.024470	-0.028643
Chr10	29981085	30595122	-0.061613	-0.009866	-0.008681	-0.008979
Chr10	30528238	30672742	0.007868	0.001121	0.000981	0.001273
Chr10	30597132	30799459	0.054251	0.011642	0.009955	0.005511
Chr10	30672752	30820823	-0.012893	-0.005401	-0.004554	-0.010487
Chr10	30800388	30837111	-0.002879	-0.002253	-0.001733	0.013781
Chr10	30824828	30840578	0.089860	0.083047	0.063472	0.052240
Chr10	30837865	30897083	-0.103858	-0.125863	-0.084849	-0.061762
Chr10	30843625	30967078	-0.099755	-0.108001	-0.079648	-0.043627
Chr10	30897266	31002184	0.086484	0.085693	0.060755	0.030132
Chr10	30967098	31080675	0.052271	0.058388	0.035371	0.007939
Chr10	31002186	31102427	-0.172386	-0.318157	-0.152802	-0.062134
Chr10	31080685	31224710	-0.195968	-0.093644	-0.072044	-0.051150
Chr10	31107707	31322848	-0.111284	-0.029015	-0.024955	-0.037024
Chr10	31226884	31426089	-0.011055	-0.002731	-0.002350	-0.007778
Chr10	31323268	31487431	0.000673	0.000228	0.000188	0.002017
Chr10	31426112	31549176	-0.105426	-0.056948	-0.043818	-0.040093
Chr10	31487445	31614154	0.028454	0.013750	0.010631	-0.005996
Chr10	31549177	31619952	0.177203	0.090520	0.070757	0.047123
Chr10	31614162	31620212	0.393758	0.106541	0.097740	0.172612
Chr10	31619960	31623954	0.502219	0.104880	0.099158	0.395464
Chr10	31620249	31625327	0.509067	0.108905	0.105554	0.494727
Chr10	31623956	31686553	0.338783	0.079947	0.072323	0.191353
Chr10	31625330	31787508	-0.038643	-0.019490	-0.015561	-0.023570
Chr10	31686557	31885395	-0.092349	-0.065319	-0.052645	-0.047366
Chr10	31787525	31961039	-0.349660	-0.261710	-0.181507	-0.192472
Chr10	31885406	31992350	-0.422055	-0.400034	-0.221816	-0.200118
Chr10	31968356	32086121	-0.102278	-0.109802	-0.056557	-0.028514
Chr10	31992355	32245978	-0.016936	-0.012842	-0.008411	-0.001454
Chr10	32088387	32335510	0.056613	0.029754	0.023406	0.025607
Chr10	32248611	32356790	0.045729	0.027824	0.021881	0.023434
